what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1430429342656
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1430429342656
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1430429342657
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1430429342658
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1430429342658
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1430429342659
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1430429342659
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1430429342660
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1430429342660
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1430429342660
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1430429342661
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1430429342661
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1430429342662
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1430429342662
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1430429342662
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1430429342663
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1430429342663
started,bundle,com.altera.sbtgui.integration,14.0.0.200,"com.altera.sbtgui.integration",1430429342664
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1430429342664
started,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1430429342665
started,bundle,com.altera.systemconsole,14.0.0.200,"com.altera.systemconsole",1430429342665
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.200,"com.altera.systemconsole.designs.plugin",1430429342665
started,bundle,com.altera.utilities,14.0.0.200,"com.altera.utilities",1430429342665
os,sysinfo,,,"win32",1430429342668
arch,sysinfo,,,"x86_64",1430429342668
ws,sysinfo,,,"win32",1430429342668
locale,sysinfo,,,"en_US",1430429342668
processors,sysinfo,,,"4",1430429342668
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1430429342668
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1430429342668
java.specification.name,sysinfo,,,"Java Platform API Specification",1430429342668
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1430429342668
java.specification.version,sysinfo,,,"1.6",1430429342668
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1430429342668
java.version,sysinfo,,,"1.6.0_23",1430429342668
java.vm.info,sysinfo,,,"mixed mode",1430429342668
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1430429342668
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1430429342668
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1430429342668
java.vm.specification.version,sysinfo,,,"1.0",1430429342668
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1430429342668
java.vm.version,sysinfo,,,"19.0-b09",1430429342668
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1430429343744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430429344053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430429345669
started,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1430429346978
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1430429347012
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1430429347016
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1430429347212
